post,label
"- Ya Allah,You see everything...🥺🇦🇪
Allah save Palestine...🤲
Never be afraid to raise your voice for honesty, truth and compassion against injustice, lying and greed . If all people would do this , it would make the world a better place.

Rs Rejaul Remon is supporting Save Palestine .
October 21 at 7:08 AM ·

- Ya Allah,You see everything...🥺🇦🇪
Allah save Palestine...🤲
Never be afraid to raise your voice for honesty, truth and compassion against injustice, lying and greed . If all people would do this , it would make the world a better place.

#gaza #palestine #war #Palestinians #viralreels #reelsfypシ #trendingreels #reelsinstagram #Gaza_is_under_bombardment #underattackgaza #Gaza_Under_Attack #gaza_under_attack_now #Israel #FreePalestine_Now",with
"One of our SAJP work group members extends an invitation to anyone who feels called to sing and learn about local actions for a ceasefire. This singing workshop is an opportunity for folks to come co-regulate and meditate through vocalizing together.

Sunday November 19, 2023 at 6:30pm-8:00pm. Mercury Project at 538 Roosevelt Ave. Free admission.

Email olivia.m.dejesus@gmail.com for more information.",neutral
"Hi,",with
"The Ari Fuld Project purchased dozens of massive tents for an entire paratrooper battalion.

Miriam Fuld",against
update Israel this Israel.... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 three in side Israel people and supporters,against
I support Israel 🇮🇱 from Brazil 🇧🇷. blessed be the God of Abraham 👑,against
"I understand that Israel's security services benefit from interrogating captured Hamas killers and expose them to the world, but it deeply disturbs me that they, unlike their ilk who now face the Israeli wrath in Gaza, will be spared and allowed to keep their lives, albeit behind bars. Israel has no death penalty, and many of the terrorists who are in Israeli prisons tend sooner or later to be exchanged for Israelis held captive by the enemy. It is deeply unfair that the barbaric murderers who burned Jewish children alive, mutilated, raped, tortured and slaughtered entire families in front of their loved ones should be allowed to live, while an entire traumatized nation mourns the victims!

The only death sentence ever carried out in Israel was when Adolf Eichmann finally received his well-deserved punishment, but the question is now whether Israel should instate a special law for the Hamas terrorists who participated in the massacre but were captured. There can only be one just punishment for their heinous crime – hang them! As long as these monstrous non-humans remain alive and their prison terms are paid for by the Israeli taxpayers, the survivors of the victims will not be able to find peace and process their grief!

Introduce the death penalty and free Humanity from these bloodthirsty and primitive murderers!",against
the lion 🦁 of the tribe of Judah fights for one Israel 🇮🇱 from heaven. Israel is a small country but it has a big God..Alleluuujah!!..❤️🥰,against
"SHAME ON United Nations, SHAME ON United Nations Human Rights, SHAME ON UNICEF, SHAME ON European Parliament, SHAME ON European Commission, SHAME ON US, SHAME on Europe for not preventing genocide in Gaza !TONS OF BLOOD ON YOUR HANDS 🔴 !!",with
"Hamas' massacre was so barbaric, archeologists were needed to sift through the victims' ashes—and identify our people.

At least ten people were identified using archeological techniques with the help of the Israel Antiquities Authority.

These aren't just numbers, they were human beings.
Hamas' savagery cannot be quantified.",against
Long live Palestine🇵🇸 with its eternal capital Jerusalem ✌,with
"‼️RUSH A DONATION NOW: A far-right Super PAC just launched a six-figure ad buy attacking Rep. Rashida Tlaib for her brave calls for a life-saving ceasefire in Gaza ‼️

Rashida is the only Palestinian in Congress and her voice is critical. But the attacks from the far-right and anti-Palestinian groups are getting uglier by the day.

With your support, we will not stand by and let right-wing super PACs tear down Rashida with these racist and Islamophobic attack ads. Donate any amount right now so we can defend Rashida’s seat in Congress.",with
"Reposted from yesterday with the correct phone number!!

Good morning everyone, Let's make a change
I need every single one of you guys to call the office of Joaquin Castro and say the following
""Hello, my name is: ....
""I urge representative Joaquin Castro to support house resolution 786 calling for immediate de escalation and cease fire in Gaza.""
They will ask for your name, address and if you want to leave an email.
The phone number is 210-348-8216 Remember our strength is in our unity",with
"I love Palestine you🇸🇩
Muslim leaders will not do anything
Let's we wait for Imam Mahdi who'll join his army??",with
"Isreal terror attack over unarmed civilian.
the world should collectively respond to this zionist terror gang so as to protect civilian.

The whole meddle east is destabalised by this gang.
for peace and stability in the meddle east we should fight against terrorism collectively because it is the matter of every one who want live with peace

We strongly condomn isreal terro attack over civilian",with
"Wow 😯😯😯
Check out the difference now

Seen Stories
October 15 at 3:00 PM ·

All I Hear Is Bombs Going Off

‘I don’t understand. Why would you want to kill innocent children like me? We’ve been hearing bomb, after bomb, after bomb, and I can’t do it anymore.’ Nadin shares her story of how she is one of the many children living in fear in the Palestinian city of Gaza, as Israel continues to attack the region.",with
Isreal spread false news be aware #FreePalestineHomeland,with
"Real Hero abu Ubaidah Al-Qassam,,, savior of the heart of the world, the holy land of Palestine 🇵🇸🇵🇸

Titik Gani
Yesterday at 2:24 AM ·",with
"Thousands of social media activists criticized Billie Eilish for sharing a video starting with 'Hi Israel' accusing her of supporting the israeli ccupation forces, particularly this video was published during a week where #IOF committed several #crime against Palestinians.

#FreePalestine
#israelisterroriststate
#billieeilish

For more updates follow our Page
Pakistan to Palestine

Join our Group
Pakistan to Palestine",with
